Gnss DateTime (Local Time), Northing(m), Easting(m), Height MSL(m),Vertical Accuracy(m)
27/01/2026 12:25:36 PM (UTC+1030),6277877.266,493228.3,65.985,0.103
27/01/2026 12:25:37 PM (UTC+1030),6277877.054,493227.38,65.949,0.103
27/01/2026 12:25:38 PM (UTC+1030),6277876.8,493226.393,65.85,0.102
27/01/2026 12:25:39 PM (UTC+1030),6277876.606,493225.52,65.84,0.102
27/01/2026 12:25:40 PM (UTC+1030),6277876.404,493224.647,65.764,0.099
27/01/2026 12:25:41 PM (UTC+1030),6277876.174,493223.734,65.752,0.101
27/01/2026 12:25:42 PM (UTC+1030),6277875.905,493222.886,65.685,0.101
27/01/2026 12:25:43 PM (UTC+1030),6277875.572,493222.092,65.627,0.101
27/01/2026 12:25:44 PM (UTC+1030),6277875.416,493221.216,65.607,0.103
27/01/2026 12:25:45 PM (UTC+1030),6277875.294,493220.339,65.524,0.101
27/01/2026 12:25:46 PM (UTC+1030),6277875.184,493219.455,65.503,0.103
27/01/2026 12:25:47 PM (UTC+1030),6277875.021,493218.539,65.404,0.104
27/01/2026 12:25:48 PM (UTC+1030),6277874.859,493217.657,65.365,0.104
27/01/2026 12:25:49 PM (UTC+1030),6277874.781,493216.75,65.309,0.104
27/01/2026 12:25:50 PM (UTC+1030),6277874.786,493215.887,65.272,0.103
27/01/2026 12:25:51 PM (UTC+1030),6277874.812,493214.993,65.197,0.104
27/01/2026 12:25:52 PM (UTC+1030),6277874.817,493214.099,65.185,0.104
27/01/2026 12:25:53 PM (UTC+1030),6277874.803,493213.239,65.125,0.103
27/01/2026 12:25:54 PM (UTC+1030),6277874.742,493212.348,65.039,0.103
27/01/2026 12:25:55 PM (UTC+1030),6277874.843,493211.493,65.006,0.103
27/01/2026 12:25:56 PM (UTC+1030),6277874.804,493210.615,64.916,0.103
27/01/2026 12:25:57 PM (UTC+1030),6277874.637,493209.748,64.884,0.103
27/01/2026 12:25:58 PM (UTC+1030),6277874.56,493208.927,64.818,0.103
27/01/2026 12:25:59 PM (UTC+1030),6277874.514,493208.094,64.748,0.103
27/01/2026 12:26:00 PM (UTC+1030),6277874.532,493207.274,64.711,0.101
27/01/2026 12:26:01 PM (UTC+1030),6277874.668,493206.412,64.621,0.103
27/01/2026 12:26:02 PM (UTC+1030),6277874.909,493205.484,64.634,0.103
27/01/2026 12:26:03 PM (UTC+1030),6277875.192,493204.594,64.55,0.101
27/01/2026 12:26:04 PM (UTC+1030),6277875.568,493203.724,64.517,0.103
27/01/2026 12:26:05 PM (UTC+1030),6277875.834,493202.817,64.513,0.103
27/01/2026 12:26:06 PM (UTC+1030),6277876.231,493201.898,64.44,0.104
27/01/2026 12:26:07 PM (UTC+1030),6277876.701,493200.983,64.433,0.106
27/01/2026 12:26:08 PM (UTC+1030),6277877.278,493200.241,64.408,0.104
27/01/2026 12:26:09 PM (UTC+1030),6277877.879,493199.501,64.342,0.104
27/01/2026 12:26:10 PM (UTC+1030),6277878.398,493198.694,64.37,0.102
27/01/2026 12:26:11 PM (UTC+1030),6277878.933,493197.835,64.324,0.104
27/01/2026 12:26:12 PM (UTC+1030),6277879.365,493197.049,64.276,0.103
27/01/2026 12:26:13 PM (UTC+1030),6277879.82,493196.271,64.299,0.103
27/01/2026 12:26:14 PM (UTC+1030),6277880.372,493195.486,64.238,0.102
27/01/2026 12:26:15 PM (UTC+1030),6277880.834,493194.731,64.249,0.102
27/01/2026 12:26:16 PM (UTC+1030),6277881.403,493193.92,64.201,0.102
27/01/2026 12:26:17 PM (UTC+1030),6277882.014,493193.163,64.182,0.1
27/01/2026 12:26:18 PM (UTC+1030),6277882.522,493192.458,64.194,0.099
27/01/2026 12:26:19 PM (UTC+1030),6277883.007,493191.763,64.155,0.098
27/01/2026 12:26:20 PM (UTC+1030),6277883.566,493191.092,64.109,0.098
27/01/2026 12:26:21 PM (UTC+1030),6277884.113,493190.513,64.12,0.099
27/01/2026 12:26:22 PM (UTC+1030),6277884.456,493189.828,64.101,0.099
27/01/2026 12:26:23 PM (UTC+1030),6277884.759,493189.088,64.1,0.099
27/01/2026 12:26:24 PM (UTC+1030),6277885.116,493188.459,64.103,0.099
27/01/2026 12:26:25 PM (UTC+1030),6277885.588,493187.83,64.025,0.099
27/01/2026 12:26:26 PM (UTC+1030),6277886.133,493187.223,64.034,0.098
27/01/2026 12:26:27 PM (UTC+1030),6277886.662,493186.562,64.024,0.098
27/01/2026 12:26:28 PM (UTC+1030),6277887.123,493185.813,63.998,0.098
27/01/2026 12:26:29 PM (UTC+1030),6277887.634,493185.114,63.996,0.098
27/01/2026 12:26:30 PM (UTC+1030),6277888.125,493184.439,63.95,0.098
27/01/2026 12:26:31 PM (UTC+1030),6277888.645,493183.797,63.863,0.099
27/01/2026 12:26:32 PM (UTC+1030),6277889.18,493183.096,63.858,0.099
27/01/2026 12:26:33 PM (UTC+1030),6277889.678,493182.335,63.801,0.099
27/01/2026 12:26:34 PM (UTC+1030),6277890.142,493181.663,63.779,0.099
27/01/2026 12:26:35 PM (UTC+1030),6277890.676,493181.043,63.765,0.099
27/01/2026 12:26:36 PM (UTC+1030),6277891.203,493180.497,63.75,0.1
27/01/2026 12:26:37 PM (UTC+1030),6277891.716,493179.812,63.756,0.099
27/01/2026 12:26:38 PM (UTC+1030),6277892.242,493179.036,63.703,0.099
27/01/2026 12:26:39 PM (UTC+1030),6277892.71,493178.317,63.701,0.097
27/01/2026 12:26:40 PM (UTC+1030),6277893.259,493177.607,63.672,0.097
27/01/2026 12:26:41 PM (UTC+1030),6277893.896,493177.01,63.62,0.097
27/01/2026 12:26:42 PM (UTC+1030),6277894.536,493176.394,63.65,0.097
27/01/2026 12:26:43 PM (UTC+1030),6277895.124,493175.642,63.602,0.097
27/01/2026 12:26:44 PM (UTC+1030),6277895.666,493174.826,63.579,0.097
27/01/2026 12:26:45 PM (UTC+1030),6277896.235,493173.993,63.558,0.095
27/01/2026 12:26:46 PM (UTC+1030),6277896.85,493173.281,63.491,0.096
27/01/2026 12:26:47 PM (UTC+1030),6277897.491,493172.541,63.515,0.096
27/01/2026 12:26:48 PM (UTC+1030),6277898.038,493171.726,63.531,0.096
27/01/2026 12:26:49 PM (UTC+1030),6277898.56,493170.987,63.487,0.095
27/01/2026 12:26:50 PM (UTC+1030),6277899.127,493170.197,63.525,0.095
27/01/2026 12:26:51 PM (UTC+1030),6277899.77,493169.432,63.475,0.095
27/01/2026 12:26:52 PM (UTC+1030),6277900.437,493168.718,63.47,0.095
27/01/2026 12:26:53 PM (UTC+1030),6277901.074,493167.959,63.42,0.095
27/01/2026 12:26:54 PM (UTC+1030),6277901.68,493167.171,63.373,0.094
27/01/2026 12:26:55 PM (UTC+1030),6277902.276,493166.393,63.373,0.094
27/01/2026 12:26:56 PM (UTC+1030),6277902.935,493165.625,63.299,0.093
27/01/2026 12:26:57 PM (UTC+1030),6277903.5,493164.881,63.305,0.094
27/01/2026 12:26:58 PM (UTC+1030),6277904.104,493164.069,63.263,0.093
27/01/2026 12:26:59 PM (UTC+1030),6277904.693,493163.262,63.213,0.092
27/01/2026 12:27:00 PM (UTC+1030),6277905.282,493162.45,63.213,0.093
27/01/2026 12:27:01 PM (UTC+1030),6277905.944,493161.671,63.137,0.093
27/01/2026 12:27:02 PM (UTC+1030),6277906.617,493160.902,63.127,0.095
27/01/2026 12:27:03 PM (UTC+1030),6277907.309,493160.164,63.105,0.095
27/01/2026 12:27:04 PM (UTC+1030),6277907.979,493159.409,63.027,0.095
27/01/2026 12:27:05 PM (UTC+1030),6277908.643,493158.69,63.027,0.093
27/01/2026 12:27:06 PM (UTC+1030),6277909.302,493157.922,62.982,0.095
27/01/2026 12:27:07 PM (UTC+1030),6277909.958,493157.178,62.938,0.093
27/01/2026 12:27:08 PM (UTC+1030),6277910.613,493156.483,62.913,0.093
27/01/2026 12:27:09 PM (UTC+1030),6277911.253,493155.716,62.829,0.092
27/01/2026 12:27:10 PM (UTC+1030),6277911.927,493154.97,62.827,0.093
27/01/2026 12:27:11 PM (UTC+1030),6277912.544,493154.281,62.808,0.094
27/01/2026 12:27:12 PM (UTC+1030),6277913.108,493153.66,62.782,0.094
27/01/2026 12:27:13 PM (UTC+1030),6277913.626,493153.041,62.727,0.094
27/01/2026 12:27:14 PM (UTC+1030),6277914.078,493152.467,62.729,0.094
27/01/2026 12:27:15 PM (UTC+1030),6277914.684,493151.957,62.662,0.094
27/01/2026 12:27:16 PM (UTC+1030),6277915.192,493151.338,62.674,0.096
27/01/2026 12:27:17 PM (UTC+1030),6277915.625,493150.663,62.648,0.096
27/01/2026 12:27:18 PM (UTC+1030),6277916.184,493150.107,62.588,0.098
27/01/2026 12:27:19 PM (UTC+1030),6277916.773,493149.551,62.592,0.098
27/01/2026 12:27:20 PM (UTC+1030),6277917.136,493148.88,62.553,0.096
27/01/2026 12:27:21 PM (UTC+1030),6277917.41,493148.204,62.554,0.098
27/01/2026 12:27:22 PM (UTC+1030),6277917.95,493147.689,62.501,0.096
27/01/2026 12:27:23 PM (UTC+1030),6277918.304,493147.192,62.519,0.098
27/01/2026 12:27:24 PM (UTC+1030),6277918.493,493146.528,62.471,0.098
27/01/2026 12:27:25 PM (UTC+1030),6277918.838,493145.875,62.441,0.096
27/01/2026 12:27:26 PM (UTC+1030),6277919.272,493145.249,62.436,0.096
27/01/2026 12:27:27 PM (UTC+1030),6277919.495,493144.486,62.392,0.098
27/01/2026 12:27:28 PM (UTC+1030),6277919.814,493143.632,62.372,0.098
27/01/2026 12:27:29 PM (UTC+1030),6277920.148,493142.807,62.288,0.098
27/01/2026 12:27:30 PM (UTC+1030),6277920.463,493141.929,62.259,0.097
27/01/2026 12:27:31 PM (UTC+1030),6277920.745,493141.147,62.202,0.098
27/01/2026 12:27:32 PM (UTC+1030),6277920.956,493140.356,62.216,0.098
27/01/2026 12:27:33 PM (UTC+1030),6277921.183,493139.522,62.138,0.098
27/01/2026 12:27:34 PM (UTC+1030),6277921.423,493138.715,62.142,0.098
27/01/2026 12:27:35 PM (UTC+1030),6277921.568,493137.837,62.058,0.097
27/01/2026 12:27:36 PM (UTC+1030),6277921.701,493136.937,62.045,0.099
27/01/2026 12:27:37 PM (UTC+1030),6277921.793,493136.127,61.968,0.099
27/01/2026 12:27:38 PM (UTC+1030),6277921.788,493135.273,61.932,0.099
27/01/2026 12:27:39 PM (UTC+1030),6277921.68,493134.47,61.87,0.098
27/01/2026 12:27:40 PM (UTC+1030),6277921.732,493133.59,61.861,0.095
27/01/2026 12:27:41 PM (UTC+1030),6277921.986,493132.776,61.784,0.097
27/01/2026 12:27:42 PM (UTC+1030),6277922.212,493131.906,61.762,0.097
27/01/2026 12:27:43 PM (UTC+1030),6277922.317,493130.992,61.683,0.097
27/01/2026 12:27:44 PM (UTC+1030),6277922.424,493130.088,61.644,0.098
27/01/2026 12:27:45 PM (UTC+1030),6277922.625,493129.251,61.543,0.099
27/01/2026 12:27:46 PM (UTC+1030),6277922.757,493128.322,61.526,0.097
27/01/2026 12:27:47 PM (UTC+1030),6277922.83,493127.384,61.435,0.097
27/01/2026 12:27:48 PM (UTC+1030),6277922.869,493126.432,61.411,0.097
27/01/2026 12:27:49 PM (UTC+1030),6277922.971,493125.491,61.353,0.098
27/01/2026 12:27:50 PM (UTC+1030),6277923.122,493124.531,61.281,0.095
27/01/2026 12:27:51 PM (UTC+1030),6277923.346,493123.621,61.259,0.097
27/01/2026 12:27:52 PM (UTC+1030),6277923.444,493122.637,61.206,0.097
27/01/2026 12:27:53 PM (UTC+1030),6277923.466,493121.683,61.123,0.097
27/01/2026 12:27:54 PM (UTC+1030),6277923.561,493120.72,61.113,0.097
27/01/2026 12:27:55 PM (UTC+1030),6277923.707,493119.826,61.041,0.097
27/01/2026 12:27:56 PM (UTC+1030),6277924.042,493118.975,61.017,0.097
27/01/2026 12:27:57 PM (UTC+1030),6277924.274,493118.053,61,0.099
27/01/2026 12:27:58 PM (UTC+1030),6277924.411,493117.141,60.944,0.097
27/01/2026 12:27:59 PM (UTC+1030),6277924.349,493116.268,60.868,0.097
27/01/2026 12:28:00 PM (UTC+1030),6277924.335,493115.343,60.845,0.097
27/01/2026 12:28:01 PM (UTC+1030),6277924.514,493114.551,60.781,0.099
27/01/2026 12:28:02 PM (UTC+1030),6277924.608,493113.655,60.771,0.099
27/01/2026 12:28:03 PM (UTC+1030),6277924.551,493112.719,60.683,0.099
27/01/2026 12:28:04 PM (UTC+1030),6277924.589,493111.852,60.657,0.099
27/01/2026 12:28:05 PM (UTC+1030),6277924.622,493111.002,60.598,0.1
27/01/2026 12:28:06 PM (UTC+1030),6277924.679,493110.216,60.575,0.099
27/01/2026 12:28:07 PM (UTC+1030),6277924.713,493109.428,60.514,0.099
27/01/2026 12:28:08 PM (UTC+1030),6277924.668,493108.61,60.497,0.1
27/01/2026 12:28:09 PM (UTC+1030),6277924.701,493107.855,60.414,0.1
27/01/2026 12:28:10 PM (UTC+1030),6277924.642,493107.008,60.432,0.097
27/01/2026 12:28:11 PM (UTC+1030),6277924.441,493106.253,60.345,0.099
27/01/2026 12:28:12 PM (UTC+1030),6277924.119,493105.472,60.349,0.099
27/01/2026 12:28:13 PM (UTC+1030),6277923.946,493104.719,60.276,0.099
27/01/2026 12:28:14 PM (UTC+1030),6277923.924,493103.905,60.258,0.098
27/01/2026 12:28:15 PM (UTC+1030),6277923.885,493103.049,60.213,0.098
27/01/2026 12:28:16 PM (UTC+1030),6277923.704,493102.204,60.186,0.099
27/01/2026 12:28:17 PM (UTC+1030),6277923.562,493101.362,60.152,0.099
27/01/2026 12:28:18 PM (UTC+1030),6277923.465,493100.585,60.085,0.099
27/01/2026 12:28:19 PM (UTC+1030),6277923.335,493099.683,59.996,0.099
27/01/2026 12:28:20 PM (UTC+1030),6277923.243,493098.729,59.969,0.098
27/01/2026 12:28:21 PM (UTC+1030),6277923.19,493097.857,59.921,0.099
27/01/2026 12:28:22 PM (UTC+1030),6277923.083,493096.995,59.872,0.1
27/01/2026 12:28:23 PM (UTC+1030),6277922.81,493096.187,59.796,0.1
27/01/2026 12:28:24 PM (UTC+1030),6277922.473,493095.431,59.768,0.1
27/01/2026 12:28:25 PM (UTC+1030),6277922.296,493094.598,59.679,0.1
27/01/2026 12:28:26 PM (UTC+1030),6277922.13,493093.847,59.659,0.099
27/01/2026 12:28:27 PM (UTC+1030),6277922.118,493093.505,59.628,0.101
27/01/2026 12:28:28 PM (UTC+1030),6277922.207,493093.378,59.63,0.101
27/01/2026 12:28:29 PM (UTC+1030),6277922.149,493093.467,59.635,0.101
27/01/2026 12:28:30 PM (UTC+1030),6277922.083,493093.446,59.652,0.099
27/01/2026 12:28:31 PM (UTC+1030),6277922.005,493093.391,59.661,0.1
27/01/2026 12:28:32 PM (UTC+1030),6277922.169,493093.24,59.634,0.1
27/01/2026 12:28:33 PM (UTC+1030),6277922.074,493093.202,59.622,0.099
27/01/2026 12:28:34 PM (UTC+1030),6277922.087,493093.153,59.614,0.099
27/01/2026 12:28:35 PM (UTC+1030),6277922.052,493093.153,59.611,0.099
27/01/2026 12:28:36 PM (UTC+1030),6277921.982,493093.106,59.602,0.072
27/01/2026 12:28:37 PM (UTC+1030),6277921.958,493093.082,59.602,0.072
27/01/2026 12:28:38 PM (UTC+1030),6277921.979,493093.063,59.603,0.092
27/01/2026 12:28:39 PM (UTC+1030),6277921.991,493093.053,59.592,0.092
27/01/2026 12:28:40 PM (UTC+1030),6277922.013,493093.081,59.592,0.074
27/01/2026 12:28:41 PM (UTC+1030),6277922.014,493093.117,59.598,0.074
27/01/2026 12:28:42 PM (UTC+1030),6277921.938,493093.144,59.608,0.076
27/01/2026 12:28:43 PM (UTC+1030),6277921.925,493093.151,59.613,0.076
27/01/2026 12:28:44 PM (UTC+1030),6277921.931,493093.137,59.612,0.077
27/01/2026 12:28:45 PM (UTC+1030),6277921.912,493093.133,59.605,0.079
27/01/2026 12:28:46 PM (UTC+1030),6277921.93,493093.113,59.596,0.081
27/01/2026 12:28:47 PM (UTC+1030),6277921.935,493093.085,59.59,0.081
27/01/2026 12:28:48 PM (UTC+1030),6277921.953,493093.075,59.589,0.083
27/01/2026 12:28:49 PM (UTC+1030),6277921.943,493093.08,59.586,0.083
27/01/2026 12:28:50 PM (UTC+1030),6277921.933,493093.052,59.589,0.083
27/01/2026 12:28:51 PM (UTC+1030),6277921.958,493093.065,59.589,0.083
27/01/2026 12:28:52 PM (UTC+1030),6277921.946,493093.063,59.593,0.085
27/01/2026 12:28:53 PM (UTC+1030),6277921.937,493093.051,59.586,0.085
27/01/2026 12:28:54 PM (UTC+1030),6277921.932,493093.102,59.595,0.087
27/01/2026 12:28:55 PM (UTC+1030),6277921.955,493093.148,59.614,0.087
27/01/2026 12:28:56 PM (UTC+1030),6277921.937,493093.131,59.627,0.088
27/01/2026 12:28:57 PM (UTC+1030),6277922.053,493093.311,59.657,0.088
27/01/2026 12:28:58 PM (UTC+1030),6277922.038,493093.35,59.644,0.088
27/01/2026 12:28:59 PM (UTC+1030),6277922.138,493093.352,59.644,0.09
27/01/2026 12:29:00 PM (UTC+1030),6277922.123,493093.37,59.64,0.09
27/01/2026 12:29:01 PM (UTC+1030),6277922.087,493093.375,59.635,0.09
27/01/2026 12:29:02 PM (UTC+1030),6277922.08,493093.385,59.634,0.092
27/01/2026 12:29:03 PM (UTC+1030),6277922.078,493093.385,59.631,0.092
27/01/2026 12:29:04 PM (UTC+1030),6277922.061,493093.418,59.622,0.093
27/01/2026 12:29:05 PM (UTC+1030),6277922.063,493093.519,59.633,0.093
27/01/2026 12:29:06 PM (UTC+1030),6277921.75,493093.809,59.681,0.093
27/01/2026 12:29:07 PM (UTC+1030),6277921.73,493094.581,59.664,0.095
27/01/2026 12:29:08 PM (UTC+1030),6277921.799,493095.482,59.75,0.095
27/01/2026 12:29:09 PM (UTC+1030),6277921.712,493096.426,59.851,0.097
27/01/2026 12:29:10 PM (UTC+1030),6277921.509,493097.395,59.901,0.097
27/01/2026 12:29:11 PM (UTC+1030),6277921.33,493098.38,59.896,0.109
27/01/2026 12:29:12 PM (UTC+1030),6277921.181,493099.378,59.984,0.109
27/01/2026 12:29:13 PM (UTC+1030),6277921.05,493100.268,60.039,0.111
27/01/2026 12:29:14 PM (UTC+1030),6277921.084,493101.082,60.063,0.113
27/01/2026 12:29:15 PM (UTC+1030),6277920.952,493101.824,60.105,0.112
27/01/2026 12:29:16 PM (UTC+1030),6277920.813,493102.556,60.111,0.113
27/01/2026 12:29:17 PM (UTC+1030),6277920.802,493102.797,60.159,0.113
27/01/2026 12:29:18 PM (UTC+1030),6277920.774,493102.775,60.151,0.112
27/01/2026 12:29:19 PM (UTC+1030),6277920.77,493102.773,60.153,0.114
27/01/2026 12:29:20 PM (UTC+1030),6277920.873,493102.784,60.173,0.112
27/01/2026 12:29:21 PM (UTC+1030),6277921.368,493102.67,60.155,0.112
27/01/2026 12:29:22 PM (UTC+1030),6277921.646,493102.593,60.161,0.111
27/01/2026 12:29:23 PM (UTC+1030),6277921.625,493102.615,60.168,0.111
27/01/2026 12:29:24 PM (UTC+1030),6277921.669,493102.533,60.163,0.093
27/01/2026 12:29:25 PM (UTC+1030),6277921.675,493102.558,60.158,0.092
27/01/2026 12:29:26 PM (UTC+1030),6277921.654,493102.607,60.154,0.093
27/01/2026 12:29:27 PM (UTC+1030),6277921.633,493102.568,60.163,0.093
27/01/2026 12:29:28 PM (UTC+1030),6277921.638,493102.596,60.156,0.106
27/01/2026 12:29:29 PM (UTC+1030),6277921.494,493102.926,60.156,0.092
27/01/2026 12:29:30 PM (UTC+1030),6277921.023,493103.463,60.205,0.093
27/01/2026 12:29:31 PM (UTC+1030),6277920.406,493104.213,60.229,0.093
27/01/2026 12:29:32 PM (UTC+1030),6277919.858,493105.087,60.238,0.095
27/01/2026 12:29:33 PM (UTC+1030),6277919.256,493105.943,60.242,0.096
27/01/2026 12:29:34 PM (UTC+1030),6277918.744,493106.76,60.295,0.108
27/01/2026 12:29:35 PM (UTC+1030),6277918.264,493107.625,60.342,0.107
27/01/2026 12:29:36 PM (UTC+1030),6277917.833,493108.585,60.362,0.109
27/01/2026 12:29:37 PM (UTC+1030),6277917.528,493109.549,60.369,0.112
27/01/2026 12:29:38 PM (UTC+1030),6277917.304,493110.508,60.403,0.112
27/01/2026 12:29:39 PM (UTC+1030),6277917.023,493111.339,60.484,0.114
27/01/2026 12:29:40 PM (UTC+1030),6277916.721,493112.195,60.535,0.112
27/01/2026 12:29:41 PM (UTC+1030),6277916.424,493113.022,60.524,0.112
27/01/2026 12:29:42 PM (UTC+1030),6277916.185,493113.824,60.597,0.112
27/01/2026 12:29:43 PM (UTC+1030),6277915.817,493114.611,60.652,0.112
27/01/2026 12:29:44 PM (UTC+1030),6277915.374,493115.33,60.688,0.111
27/01/2026 12:29:45 PM (UTC+1030),6277914.922,493116.116,60.712,0.111
27/01/2026 12:29:46 PM (UTC+1030),6277914.369,493116.857,60.756,0.112
27/01/2026 12:29:47 PM (UTC+1030),6277913.833,493117.669,60.784,0.112
27/01/2026 12:29:48 PM (UTC+1030),6277913.404,493118.535,60.799,0.111
27/01/2026 12:29:49 PM (UTC+1030),6277912.922,493119.294,60.816,0.111
27/01/2026 12:29:50 PM (UTC+1030),6277912.474,493119.991,60.877,0.109
27/01/2026 12:29:51 PM (UTC+1030),6277912.094,493120.852,60.924,0.109
27/01/2026 12:29:52 PM (UTC+1030),6277911.652,493121.602,60.917,0.109
27/01/2026 12:29:53 PM (UTC+1030),6277911.141,493122.369,60.996,0.109
27/01/2026 12:29:54 PM (UTC+1030),6277910.631,493123.112,61.006,0.109
27/01/2026 12:29:55 PM (UTC+1030),6277910.169,493123.959,61.019,0.107
27/01/2026 12:29:56 PM (UTC+1030),6277909.72,493124.8,61.035,0.107
27/01/2026 12:29:57 PM (UTC+1030),6277909.41,493125.652,61.105,0.106
27/01/2026 12:29:58 PM (UTC+1030),6277909.062,493126.447,61.146,0.106
27/01/2026 12:29:59 PM (UTC+1030),6277908.714,493127.309,61.156,0.107
27/01/2026 12:30:00 PM (UTC+1030),6277908.266,493128.14,61.232,0.104
27/01/2026 12:30:01 PM (UTC+1030),6277907.756,493128.854,61.283,0.104
27/01/2026 12:30:02 PM (UTC+1030),6277907.51,493129.467,61.298,0.104
27/01/2026 12:30:03 PM (UTC+1030),6277907.468,493130.017,61.295,0.103
27/01/2026 12:30:04 PM (UTC+1030),6277907.647,493130.272,61.36,0.104
27/01/2026 12:30:05 PM (UTC+1030),6277907.513,493130.776,61.343,0.104
27/01/2026 12:30:06 PM (UTC+1030),6277907.151,493131.475,61.399,0.103
27/01/2026 12:30:07 PM (UTC+1030),6277906.817,493132.01,61.453,0.103
27/01/2026 12:30:08 PM (UTC+1030),6277906.662,493132.284,61.467,0.103
27/01/2026 12:30:09 PM (UTC+1030),6277906.662,493132.238,61.457,0.104
27/01/2026 12:30:10 PM (UTC+1030),6277906.731,493132.418,61.468,0.102
27/01/2026 12:30:11 PM (UTC+1030),6277906.614,493132.193,61.474,0.103
27/01/2026 12:30:12 PM (UTC+1030),6277905.904,493132.481,61.448,0.103
27/01/2026 12:30:13 PM (UTC+1030),6277905.356,493133.267,61.496,0.103
27/01/2026 12:30:14 PM (UTC+1030),6277904.687,493134.136,61.539,0.103
27/01/2026 12:30:15 PM (UTC+1030),6277904.052,493134.898,61.566,0.105
27/01/2026 12:30:16 PM (UTC+1030),6277903.565,493135.703,61.576,0.103
27/01/2026 12:30:17 PM (UTC+1030),6277903.137,493136.627,61.591,0.103
27/01/2026 12:30:18 PM (UTC+1030),6277902.907,493137.589,61.674,0.103
27/01/2026 12:30:19 PM (UTC+1030),6277902.707,493138.498,61.724,0.103
27/01/2026 12:30:20 PM (UTC+1030),6277902.363,493139.515,61.766,0.101
27/01/2026 12:30:21 PM (UTC+1030),6277901.935,493140.404,61.771,0.103
27/01/2026 12:30:22 PM (UTC+1030),6277901.432,493141.218,61.809,0.103
27/01/2026 12:30:23 PM (UTC+1030),6277900.849,493142.006,61.873,0.103
27/01/2026 12:30:24 PM (UTC+1030),6277900.247,493142.751,61.887,0.103
27/01/2026 12:30:25 PM (UTC+1030),6277899.596,493143.456,61.867,0.103
27/01/2026 12:30:26 PM (UTC+1030),6277899.086,493144.222,61.922,0.101
27/01/2026 12:30:27 PM (UTC+1030),6277898.649,493145.021,61.978,0.101
27/01/2026 12:30:28 PM (UTC+1030),6277898.262,493145.882,61.986,0.101
27/01/2026 12:30:29 PM (UTC+1030),6277897.865,493146.756,62.044,0.101
27/01/2026 12:30:30 PM (UTC+1030),6277897.503,493147.667,62.116,0.099
27/01/2026 12:30:31 PM (UTC+1030),6277897.132,493148.508,62.151,0.099
27/01/2026 12:30:32 PM (UTC+1030),6277896.843,493149.458,62.147,0.099
27/01/2026 12:30:33 PM (UTC+1030),6277896.592,493150.436,62.229,0.099
27/01/2026 12:30:34 PM (UTC+1030),6277896.396,493151.369,62.298,0.099
27/01/2026 12:30:35 PM (UTC+1030),6277896.048,493152.229,62.319,0.099
27/01/2026 12:30:36 PM (UTC+1030),6277895.705,493153.134,62.358,0.099
27/01/2026 12:30:37 PM (UTC+1030),6277895.338,493154.048,62.429,0.099
27/01/2026 12:30:38 PM (UTC+1030),6277894.971,493154.961,62.494,0.098
27/01/2026 12:30:39 PM (UTC+1030),6277894.491,493155.901,62.502,0.098
27/01/2026 12:30:40 PM (UTC+1030),6277893.987,493156.791,62.488,0.097
27/01/2026 12:30:41 PM (UTC+1030),6277893.578,493157.669,62.56,0.098
27/01/2026 12:30:42 PM (UTC+1030),6277893.282,493158.63,62.603,0.098
27/01/2026 12:30:43 PM (UTC+1030),6277892.999,493159.612,62.635,0.098
27/01/2026 12:30:44 PM (UTC+1030),6277892.895,493160.501,62.7,0.099
27/01/2026 12:30:45 PM (UTC+1030),6277892.587,493161.47,62.778,0.099
27/01/2026 12:30:46 PM (UTC+1030),6277892.41,493162.473,62.826,0.099
27/01/2026 12:30:47 PM (UTC+1030),6277892.283,493163.492,62.818,0.099
27/01/2026 12:30:48 PM (UTC+1030),6277892.311,493164.572,62.895,0.098
27/01/2026 12:30:49 PM (UTC+1030),6277892.389,493165.596,62.973,0.098
27/01/2026 12:30:50 PM (UTC+1030),6277892.61,493166.584,63.081,0.095
